Marker peaks Fev+ Delta;p_val;avg_log2FC;pct.1;pct.2;p_val_adj
8-48554949-48555726;351330772274226;342782960266936;395;315;1
8-34300201-34301126;351414623037283;-955265577475867;57;111;1
4-114869769-114870682;35240657776751;548962515994408;213;156;1
14-55823088-55823995;353652866353159;-393309994877245;247;333;1
13-34993741-34994690;35399610143746;-396572319277168;304;378;1
18-61613916-61614882;354722270821744;-786770933978814;98;158;1
9-44515055-44515998;354760208960419;486157228207775;216;153;1
12-86567322-86568240;355016999689513;-960763699019841;54;107;1
4-53133799-53134621;356151310564845;631206711633779;145;95;1
11-76647167-76648161;356863989168309;542709330541279;166;0.11;1
4-73047515-73048432;357760682535635;383406770719269;321;0.24;1
14-68324699-68325618;358982818203702;560798690128068;166;0.11;1
5-117388610-117389476;359037796011101;-369657967540486;372;445;1
19-7494016-7494862;360496971321618;-355875396546834;355;439;1
2-141298842-141299788;360614784892275;783994556655166;101;0.06;1
7-28151495-28152423;361490654702946;-881777018931724;74;131;1
5-135932113-135933013;361994953902908;58420388702767;159;106;1
11-120489040-120489942;362108858193601;500753868272571;199;138;1
17-11308660-11309557;362273373290144;-103881502773997;61;112;1
2-19430692-19431597;362431499220342;596307186006641;155;103;1
15-11725786-11726661;363123157928121;670387224880767;111;67;1
17-10145492-10146405;363715437261341;720321357167806;115;71;1
11-43090781-43091677;364247400068519;583808495586632;152;0.1;1
4-151317121-151318056;365317943682838;547244849666789;176;0.12;1
1-93015091-93015975;370409715985314;592221814849687;169;117;1
8-34397532-34398416;370815152587073;652697827661313;135;87;1
19-38112308-38113229;37177028195994;436649081140207;0.26;191;1
12-73565223-73565990;371875012666368;576000106566033;155;102;1
8-34114487-34115397;373352723500316;681913434290828;118;73;1
10-83805018-83805967;373633212991207;-950773297596377;68;121;1
15-58140897-58141810;373879892404585;-313153680978402;372;448;1
2-146306779-146307684;374179479099996;44845298970846;247;182;1
19-57030610-57031453;375864598292097;-848412157196663;91;148;1
18-65964765-65965677;376881277270025;633787013199679;139;0.09;1
12-26524718-26525628;377074616139728;-909493167097983;61;116;1
8-48239621-48240578;377919852626205;-997665319327993;51;102;1
6-108530579-108531566;378469055453568;616187617741364;142;92;1
4-59717112-59718001;379072872414403;-812395388586237;88;147;1
13-113000339-113001261;379278252025842;644343088047224;128;81;1
15-99440148-99441059;380147535030187;-725762021282809;98;0.16;1
1-119957519-119958451;38132838252894;597524237508151;162;109;1
16-18400500-18401434;381339824079025;311971788067939;449;368;1
2-174283761-174284598;381505342618456;-956675502308745;51;103;1
6-30679327-30680219;383721981923055;626666776499909;145;96;1
6-72619518-72620497;386426670351935;-794198386066008;105;164;1
17-45559894-45560790;386471850535347;608346842425729;162;0.11;1
3-89246030-89246919;386482294094392;-662465848899432;142;206;1
11-113045969-113046881;38655100714468;44869942949619;287;222;1
14-47808219-47809142;386585913175954;374393023775064;341;266;1
7-104244005-104244919;386603638893432;-10114650474503;57;109;1
10-43020426-43021108;386753194593924;658888602463129;125;78;1
12-78983742-78984534;386795737916627;472147544491233;0.22;159;1
17-70754861-70755682;389026694592483;477216864604781;206;144;1
12-31973249-31974165;389816614042408;35798163893378;402;328;1
2-32816691-32817623;390290266352696;330316359634952;365;285;1
14-34768433-34768747;391125891812455;-95209871607838;61;115;1
4-139575402-139576073;393923875884662;465086560518677;257;191;1
3-38946356-38947206;394653773070911;436537240160938;264;196;1
16-38985104-38986047;395235114678436;577759716529423;162;109;1
5-129610856-129611729;395258773375036;61909204863512;152;102;1
11-102411430-102412352;395971693646401;619856980468209;159;107;1
19-5751434-5752312;396035004137515;604789192496885;142;92;1
5-114041260-114042163;398942926858932;602656121617053;142;92;1
13-49094444-49095321;399066691249443;721977864502874;108;67;1
3-142721237-142722154;399229441887736;565277875661346;172;117;1
8-121919321-121920246;399417115580454;530222480911955;186;129;1
2-157422485-157423323;399779139109001;-858365301716474;78;135;1
3-105030664-105031586;400336997683208;413823591481721;297;226;1
2-150909274-150910219;400354502362812;335780772078127;422;336;1
15-84433476-84434363;400478310540159;659459586835404;115;0.07;1
5-147267994-147268824;400486497572913;-876803636648352;78;134;1
7-139251670-139252601;401187322750004;531022587482718;176;121;1
1-52499985-52500895;401343460722564;383453542524576;426;365;1
2-126765702-126766637;401652899595085;632143154694286;152;104;1
10-77658161-77659064;402366828172268;-993021773211998;54;106;1
1-187536038-187536962;402646334503485;686337567806847;115;71;1
3-88225812-88226721;402711222782076;609218292843177;155;106;1
8-123411038-123411960;403018441641477;341912321115225;375;303;1
11-20395877-20396833;403331703311227;55904381124901;169;115;1
6-128445746-128446636;404890187568524;-91035962768547;64;118;1
12-100277936-100278856;407231836589837;700776470054288;108;66;1
17-29056266-29057245;407895508149244;-827288230116523;95;153;1
11-87426347-87427304;409194049296473;-500415734238442;0.25;0.32;1
8-125078486-125079399;410190904451239;680443036627941;122;77;1
6-73248100-73248988;410331970967395;318609254842105;459;0.39;1
4-123152726-123153645;410401169679189;745301531857723;101;61;1
4-43425239-43426166;410428132645918;613749586092002;139;89;1
1-12992133-12992988;4105138203077;472158139331221;274;209;1
8-89042558-89043265;411751108215057;425357871018964;287;221;1
17-86166167-86166992;41390152971773;-703829237332884;111;175;1
14-121147834-121148758;415357880149457;582071878403934;166;113;1
14-122223439-122224349;415652706027666;556068877428999;159;105;1
11-108597741-108598669;416193894995277;706385705870388;115;71;1
7-118102234-118103415;416198500341611;603457951761813;162;0.11;1
6-121472954-121473846;416243891891578;-513936414404302;203;268;1
15-93251631-93252590;41755909418624;800351291184241;101;61;1
3-137943500-137944424;41780362103498;496623335008021;0.23;167;1
8-79375517-79376491;418334884906641;740246465732073;115;73;1
13-58760417-58761351;418522645324027;465914754224079;233;0.17;1
7-28941350-28942193;420882821173037;496459307917415;186;128;1
16-92425759-92426695;421723517121869;586027946939703;159;108;1
18-46878619-46879599;422222981742767;538605584637511;169;113;1
12-51377050-51377961;422430666330152;-361238173459582;345;426;1
9-50856519-50857445;422450904177366;292946867850364;426;347;1
12-73046296-73047216;42257829334181;423220045930883;307;236;1
1-109850348-109851283;422624989614756;751608108956594;105;64;1
2-156432458-156433413;422691165625742;-626914761571233;118;185;1
8-85971022-85971921;424006253607756;68946910024399;108;66;1
5-120604677-120605342;424357870088281;72787335814701;132;86;1
17-26200776-26201760;424375326816299;358554613716423;321;246;1
13-104556351-104557270;424534792322741;767145768249123;105;64;1
2-163586327-163587274;425535598534353;578999871300799;149;98;1
8-13506618-13507490;426002775099587;4721233204554;209;147;1
13-54391280-54392152;42610427926506;468232019989167;223;161;1
9-94659367-94660293;426264229039657;619422717910574;182;0.13;1
7-137228589-137229584;426856128377308;-838018713690558;71;126;1
5-112153450-112154355;42713447551042;469606152290066;0.22;158;1
10-74922575-74923510;427444212835841;631417413285562;176;125;1
9-121839014-121839882;428159456034735;-862428522527487;64;118;1
12-112796566-112797343;428531538552425;806566050085215;101;62;1
13-48984423-48985315;428922747632805;747901472128004;105;64;1
16-22388830-22389719;429001575582132;59046073399396;155;103;1
9-99575464-99576357;429258738350726;-44192156806877;0.22;293;1
3-34753330-34754226;434289486847242;591427393360371;149;98;1
10-27004449-27005378;436506061148911;581233898909427;152;101;1
9-120539435-120540381;438774927478958;-71134929727457;115;177;1
3-90383395-90384293;438844392811928;612447692801679;128;81;1
13-46875163-46876063;439363975109961;535191699456993;166;112;1
18-74442001-74442883;440748029059834;339902938796601;399;323;1
7-101633186-101634119;440900391435874;-719900219003934;84;145;1
6-28891277-28892212;441104282847282;755009608309595;101;61;1
4-59832641-59833545;441887541555055;-788816150242975;84;142;1
13-104816612-104817516;44200743790631;310409620998922;402;322;1
2-166244860-166245658;442333160138884;597072082847985;166;113;1
X-102504786-102505667;442338007827085;562346990119106;166;113;1
5-35388311-35389240;442760895560708;504387614051725;196;136;1
8-56260865-56261771;443124282715183;610059112398476;149;99;1
13-97679953-97680880;443595183208747;645632708495608;135;88;1
10-79945273-79946164;444105595042885;-899124333862774;88;143;1
1-83316672-83317583;445745652980855;-10182424142135;51;0.1;1
1-171262614-171263549;445828454724916;487037794480459;199;139;1
7-45167546-45168431;446497278939554;652523339980433;128;82;1
11-74489041-74489896;446632185851065;423513292277195;304;241;1
2-158768785-158769508;446970237147044;649291905857677;115;71;1
3-68416743-68417659;448011674559577;-943732519374002;71;123;1
18-61044649-61045624;448285978858589;651822001847093;115;71;1
3-90080115-90080848;448422082286636;-628304837427763;122;187;1
X-4898924-4899821;448941463642188;-787496094336523;71;127;1
6-129532670-129533680;449172599204459;-574811817303158;152;221;1
11-79736140-79737096;449217518251794;497140571075898;206;146;1
7-48958592-48959499;449597100177639;-621625055449032;135;0.2;1
11-88692125-88692993;450133819882921;561425971922218;172;118;1
19-3845504-3846456;450329325723481;746776211934114;101;61;1
7-130854584-130855507;450776696606492;370001802200592;348;278;1
6-83356271-83357191;451509752803828;536374814267883;169;114;1
16-95808347-95809289;451943635725323;656271930822705;122;76;1
16-95117189-95118108;452727292280142;719186239113452;105;64;1
10-11514906-11515806;452828016645268;-721273355883129;95;155;1
7-68696666-68697570;454983014729674;-71433587144546;111;171;1
6-88967368-88968273;456995041144207;422602514647415;257;0.19;1
9-47582510-47583524;458097190032305;53920395396676;189;133;1
7-45466312-45467280;458333028518399;285090974241837;568;493;1
4-43266720-43267643;458354086871663;-828551409242595;78;134;1
2-179537116-179538060;459058173987516;-844069671307056;84;139;1
12-119238326-119239131;459193705679971;479026776662403;0.26;198;1
7-108971903-108972842;460850297784399;662266691926102;118;74;1
6-28748042-28748968;463109035662898;769590174504651;108;67;1
14-58153649-58154588;463981761468007;496095943140332;257;193;1
7-51982093-51983091;46441905226825;612947971628274;139;0.09;1
1-15581990-15582928;46479383955829;58714732036121;166;116;1
11-117888690-117889600;466596166512083;-736015575629943;105;165;1
10-127666314-127667246;46776941588666;386911078477227;314;243;1
2-128179549-128180478;467785087477077;-614830477572124;145;211;1
18-47437133-47438038;468522643663772;713420963058887;108;67;1
15-44689527-44690358;469212498354592;525354233027888;162;108;1
3-96497197-96498151;469617250161035;-514316623710817;179;0.25;1
7-112788056-112788981;470046272091145;410081162815178;291;222;1
13-83607889-83608790;470960395894647;658475868461605;115;71;1
18-35021752-35022546;472182658729844;478330609900621;233;174;1
7-121117923-121118850;473248193310769;6613690197233;111;68;1
5-139558413-139559240;474095890678194;477605012035946;233;171;1
2-168531762-168532674;475839384054447;398654713952784;304;236;1
3-52179434-52180311;476887559351079;366033251151355;361;283;1
7-4464170-4465092;477064089031201;-101655294575411;64;116;1
11-95126263-95127176;478179603056421;541100841263986;166;112;1
19-47421012-47421950;478463081754472;-779681608588126;78;135;1
3-101505933-101506864;479405379366724;-971739323259795;64;116;1
5-117978869-117979760;479556539368753;-799701968795612;95;151;1
10-77007874-77008756;479617349971704;704692905928526;105;64;1
10-120206678-120207560;479871434795744;-798137009431333;71;126;1
2-35763909-35764933;479907322178211;771135407042412;101;62;1
1-190470172-190471074;481304215873117;523943334102316;176;119;1
11-40456224-40457133;481594791012986;495816387160305;199;0.14;1
10-86387759-86388690;481913501697828;657759805864676;115;72;1
11-94144825-94145794;483542220738564;668897357015512;142;95;1
11-106066457-106067093;484006671107053;-511736072726297;169;237;1
8-33799403-33800595;484080069879778;315173833627183;399;314;1
16-55934235-55935145;484903209700599;271005688405396;503;435;1
4-114648435-114649296;486372860333178;593930626773355;179;127;1
2-124089744-124090497;486560930844839;681859515010665;108;66;1
8-26351531-26352408;486603705664413;-864785974640739;81;135;1
2-106649945-106650822;486763560555397;477651705146609;257;197;1
6-90716007-90716926;486796921290258;-587464398855067;155;222;1
1-118877961-118878890;487126956218795;597626247741637;139;0.09;1
4-47051588-47052407;487218048527797;732295002649002;105;64;1
X-159707789-159708729;487520427926325;735587751905948;105;64;1
6-146167582-146168524;48944218993878;534693045295662;189;135;1
14-14803637-14804510;49216157872729;444500668513885;0.23;164;1
11-54060079-54061009;492591158990664;523725477078484;206;149;1
12-58626672-58627603;492663114981946;-709627446189576;122;0.18;1
10-128645471-128646354;49290638511757;-600774076407885;176;239;1
2-32608205-32609082;493162778040263;-946077581554363;61;113;1
7-45712156-45713073;493337352476526;-758726890019622;95;154;1
11-88531749-88532688;493368013668622;-801600889867556;78;133;1
12-85764346-85765271;493469886496855;665083986829595;118;74;1
1-157886935-157887858;494051129317437;-101463220692396;57;107;1
9-108095572-108096400;495411209680553;587405221164976;169;117;1
4-154855771-154856646;49560381645795;-393674723609805;0.26;339;1
1-132322370-132323234;495780703231762;652117260178113;122;78;1
4-147999877-148000795;495872561794672;712860497065901;108;67;1
15-102697924-102698842;496115740835455;62712894498322;118;73;1
1-151343933-151344827;496755528002546;-285953848747379;399;489;1
6-144950635-144951568;497228186624714;698274291928082;101;61;1
5-128904057-128904776;497291633436424;621491142336442;152;102;1
4-107120888-107121825;497655290384747;679721190676145;122;78;1
15-12214960-12215830;498146027953292;537631683990958;166;112;1
1-169921465-169922411;498647916686805;522377347855809;186;0.13;1
14-80535848-80536792;498685214711261;660432822796575;108;66;1
3-110599199-110600126;498942523954618;-827459297420025;71;125;1
2-166377019-166377941;499584784277935;-650913092268089;115;176;1
